order_id,customer_id,order_date,product_category,product_name,quantity,price_rub,total_rub,status,return_reason,return_date,delivery_city,payment_method
ORD-208,CUST-208,2024-07-30,Душевые кабины,Душевой уголок River Plus,1,23990,23990,Возврат покупателем,Не подошел по размерам,2024-08-05,Казань,Карта
ORD-209,CUST-209,2024-07-31,Унитазы,Унитаз напольный Kolo,1,7490,7490,Доставлен,,,Москва,Наличные
ORD-210,CUST-210,2024-08-01,Аксессуары,Крючки тройные,1,490,490,Доставлен,,,Екатеринбург,Карта
ORD-211,CUST-211,2024-08-02,Смесители,Смеситель для кухни Alca Pro,1,9990,9990,Доставлен,,,Москва,Карта
ORD-212,CUST-212,2024-08-03,Ванны,Ванна ас Cersanit Premium,1,27990,27990,Доставлен,,,Санкт-Петербург,Карта
ORD-213,CUST-213,2024-08-04,Душевые кабины,Душевая кабина Triton Premium,1,19990,19990,Доставлен,,,Казань,Карта
ORD-214,CUST-214,2024-08-05,Унитазы,Унитаз подвесный Roca Victoria,1,8990,8990,Доставлен,,,Москва,Наличные
ORD-215,CUST-215,2024-08-06,Аксессуары,Поддон низкий,1,4990,4990,Доставлен,,,Екатеринбург,Карта
ORD-216,CUST-216,2024-08-07,Смесители,Смеситель для ванны Cezares Pro,1,15990,15990,Возврат покупателем,Повреждена при доставке,2024-08-13,Москва,Карта
ORD-217,CUST-217,2024-08-08,Ванны,Ванна стальная Kaldewei Premium,1,49990,49990,Доставлен,,,Санкт-Петербург,Карта
ORD-218,CUST-218,2024-08-09,Душевые кабины,Душевая кабина Timo Premium Plus,1,26990,26990,Доставлен,,,Казань,Наличные
ORD-219,CUST-219,2024-08-10,Унитазы,Унитаз-компект Franke,1,9490,9490,Доставлен,,,Москва,Карта
ORD-220,CUST-220,2024-08-11,Аксессуары,Губка для ванной,1,290,290,Доставлен,,,Екатеринбург,Карта
ORD-221,CUST-221,2024-08-12,Смесители,Смеситель для кухни Grohe Europlus,1,19990,19990,Доставлен,,,Москва,Карта
ORD-222,CUST-222,2024-08-13,Ванны,Ванна угловая Bette Oval,1,62990,62990,Доставлен,,,Санкт-Петербург,Карта
ORD-223,CUST-223,2024-08-14,Душевые кабины,Душевая кабина River Luxury,1,31990,31990,Доставлен,,,Казань,Карта
ORD-224,CUST-224,2024-08-15,Унитазы,Унитаз подвесный Geberit Premium,1,14990,14990,Доставлен,,,Москва,Наличные
ORD-225,CUST-225,2024-08-16,Аксессуары,Ершик профессиональный,1,390,390,Доставлен,,,Екатеринбург,Карта
ORD-226,CUST-226,2024-08-17,Смесители,Смеситель для ванной Jacob Delafon Pro,1,17990,17990,Доставлен,,,Москва,Карта
ORD-227,CUST-227,2024-08-18,Ванны,Ванна из мраморной крошки Premium,1,55990,55990,Доставлен,,,Санкт-Петербург,Карта
ORD-228,CUST-228,2024-08-19,Душевые кабины,Душевая кабина Riho Premium,1,37990,37990,Доставлен,,,Казань,Карта
ORD-229,CUST-229,2024-08-20,Унитазы,Унитаз напольный Duravit Premium,1,9990,9990,Доставлен,,,Москва,Наличные
ORD-230,CUST-230,2024-08-21,Аксессуары,ШтангенPremium,1,2990,2990,Доставлен,,,Екатеринбург,Карта
ORD-231,CUST-231,2024-08-22,Смесители,Смеситель для кухни Vidima Pro,1,16990,16990,Возврат покупателем,Не соответствует описанию,2024-08-28,Москва,Карта
ORD-232,CUST-232,2024-08-23,Ванны,Ванна акриловая Volle Premium,1,25990,25990,Доставлен,,,Санкт-Петербург,Карта
ORD-233,CUST-233,2024-08-24,Душевые кабины,Душевой бокс Bravat Premium,1,28990,28990,Доставлен,,,Казань,Наличные
ORD-234,CUST-234,2024-08-25,Унитазы,Унитаз-компакт Villeroy Boch Premium,1,15990,15990,Доставлен,,,Москва,Карта
ORD-235,CUST-235,2024-08-26,Аксессуары,Стойка для мыла Premium,1,990,990,Доставлен,,,Екатеринбург,Карта
ORD-236,CUST-236,2024-08-27,Смесители,Смеситель для ванны Oras Premium,1,11990,11990,Доставлен,,,Москва,Карта
ORD-237,CUST-237,2024-08-28,Ванны,Ванна ас Kolpa-San Premium,1,31990,31990,Доставлен,,,Санкт-Петербург,Карта
ORD-238,CUST-238,2024-08-29,Душевые кабины,Душевая кабина Eleganta Premium,1,34990,34990,Доставлен,,,Казань,Карта
ORD-239,CUST-239,2024-08-30,Унитазы,Унитаз подвесный Vitra Premium,1,10990,10990,Доставлен,,,Москва,Наличные
ORD-240,CUST-240,2024-08-31,Аксессуары,Ведро для мусора Premium,1,890,890,Возврат покупателем,Завышена цена,2024-09-06,Екатеринбург,Карта
ORD-241,CUST-241,2024-09-01,Смесители,Смеситель для кухни Roca Premium,1,12990,12990,Доставлен,,,Москва,Карта
ORD-242,CUST-242,2024-09-02,Ванны,Ванна угловая Ravak Premium,1,34990,34990,Доставлен,,,Санкт-Петербург,Карта
ORD-243,CUST-243,2024-09-03,Душевые кабины,Душевая кабина Huppe Plus,1,39990,39990,Доставлен,,,Казань,Наличные
ORD-244,CUST-244,2024-09-04,Унитазы,Унитаз напольный Laufen Premium,1,13990,13990,Доставлен,,,Москва,Карта
ORD-245,CUST-245,2024-09-05,Аксессуары,Корзина для белья Premium,1,1990,1990,Доставлен,,,Екатеринбург,Карта
ORD-246,CUST-246,2024-09-06,Смесители,Смеситель для ванной Gessi Premium,1,21990,21990,Доставлен,,,Москва,Карта
ORD-247,CUST-247,2024-09-07,Ванны,Ванна стальная Bette X-Large Premium,1,58990,58990,Доставлен,,,Санкт-Петербург,Карта
ORD-248,CUST-248,2024-09-08,Душевые кабины,Душевая кабина Tylo Premium,1,44990,44990,Доставлен,,,Казань,Карта
ORD-249,CUST-249,2024-09-09,Унитазы,Унитаз подвесный Duravit ME Premium,1,19990,19990,Доставлен,,,Москва,Наличные
ORD-250,CUST-250,2024-09-10,Аксессуары,Зеркало с полкой,1,4990,4990,Доставлен,,,Екатеринбург,Карта
